"TIME","GEO","SPECIES","FISHREG","UNIT","Value","Flag and Footnotes"
"2012","European Union (current composition)","European pilchard(=Sardine) - Sardina pilchardus","Total fishing areas","Tonnes live weight",":",""
"2012","European Union (current composition)","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","European Union (current composition)","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","European Union (current composition)","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","European Union (current composition)","European pilchard(=Sardine) - Sardina pilchardus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","European Union (current composition)","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","European Union (current composition)","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","European Union (current composition)","European pilchard(=Sardine) - Sardina pilchardus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","European Union (current composition)","European plaice - Pleuronectes platessa","Total fishing areas","Tonnes live weight",":",""
"2012","European Union (current composition)","European plaice - Pleuronectes platessa","Atlantic, Northwest","Tonnes live weight",":",""
"2012","European Union (current composition)","European plaice - Pleuronectes platessa","Atlantic, Northeast","Tonnes live weight",":",""
"2012","European Union (current composition)","European plaice - Pleuronectes platessa","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","European Union (current composition)","European plaice - Pleuronectes platessa","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","European Union (current composition)","European plaice - Pleuronectes platessa","Atlantic, Southwest","Tonnes live weight",":",""
"2012","European Union (current composition)","European plaice - Pleuronectes platessa","Atlantic, Southeast","Tonnes live weight",":",""
"2012","European Union (current composition)","European plaice - Pleuronectes platessa","Indian Ocean, Western","Tonnes live weight",":",""
"2012","European Union (current composition)","Skipjack tuna - Katsuwonus pelamis","Total fishing areas","Tonnes live weight",":",""
"2012","European Union (current composition)","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northwest","Tonnes live weight",":",""
"2012","European Union (current composition)","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast","Tonnes live weight",":",""
"2012","European Union (current composition)","Skipjack tuna - Katsuwonus pelamis","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","European Union (current composition)","Skipjack tuna - Katsuwonus pelamis","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","European Union (current composition)","Skipjack tuna - Katsuwonus pelamis","Atlantic, Southwest","Tonnes live weight",":",""
"2012","European Union (current composition)","Skipjack tuna - Katsuwonus pelamis","Atlantic, Southeast","Tonnes live weight",":",""
"2012","European Union (current composition)","Skipjack tuna - Katsuwonus pelamis","Indian Ocean, Western","Tonnes live weight",":",""
"2012","European Union (current composition)","European sprat - Sprattus sprattus","Total fishing areas","Tonnes live weight",":",""
"2012","European Union (current composition)","European sprat - Sprattus sprattus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","European Union (current composition)","European sprat - Sprattus sprattus","Atlantic, Northeast","Tonnes live weight","336 973.61",""
"2012","European Union (current composition)","European sprat - Sprattus sprattus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","European Union (current composition)","European sprat - Sprattus sprattus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","European Union (current composition)","European sprat - Sprattus sprattus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","European Union (current composition)","European sprat - Sprattus sprattus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","European Union (current composition)","European sprat - Sprattus sprattus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","European Union (current composition)","Blue whiting (=Poutassou) - Micromesistius poutassou","Total fishing areas","Tonnes live weight",":",""
"2012","European Union (current composition)","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northwest","Tonnes live weight",":",""
"2012","European Union (current composition)","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast","Tonnes live weight",":",""
"2012","European Union (current composition)","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","European Union (current composition)","Blue whiting (=Poutassou) - Micromesistius poutassou","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","European Union (current composition)","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Southwest","Tonnes live weight",":",""
"2012","European Union (current composition)","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Southeast","Tonnes live weight",":",""
"2012","European Union (current composition)","Blue whiting (=Poutassou) - Micromesistius poutassou","Indian Ocean, Western","Tonnes live weight",":",""
"2012","European Union (current composition)","Yellowfin tuna - Thunnus albacares","Total fishing areas","Tonnes live weight",":",""
"2012","European Union (current composition)","Yellowfin tuna - Thunnus albacares","Atlantic, Northwest","Tonnes live weight",":",""
"2012","European Union (current composition)","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast","Tonnes live weight",":",""
"2012","European Union (current composition)","Yellowfin tuna - Thunnus albacares","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","European Union (current composition)","Yellowfin tuna - Thunnus albacares","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","European Union (current composition)","Yellowfin tuna - Thunnus albacares","Atlantic, Southwest","Tonnes live weight",":",""
"2012","European Union (current composition)","Yellowfin tuna - Thunnus albacares","Atlantic, Southeast","Tonnes live weight",":",""
"2012","European Union (current composition)","Yellowfin tuna - Thunnus albacares","Indian Ocean, Western","Tonnes live weight","76 190.77",""
"2012","Belgium","All aquatic organisms","Total fishing areas","Tonnes live weight","24 371.2",""
"2012","Belgium","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","24 371.2",""
"2012","Belgium","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","All aquatic organisms","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","All aquatic organisms","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","All aquatic organisms","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","Cods, hakes, haddocks","Total fishing areas","Tonnes live weight","2 324.8",""
"2012","Belgium","Cods, hakes, haddocks","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","Cods, hakes, haddocks","Atlantic, Northeast","Tonnes live weight","2 324.8",""
"2012","Belgium","Cods, hakes, haddocks","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","Cods, hakes, haddocks","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","Cods, hakes, haddocks","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","Cods, hakes, haddocks","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","Cods, hakes, haddocks","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","Miscellaneous pelagic fishes","Total fishing areas","Tonnes live weight","119.3",""
"2012","Belgium","Miscellaneous pelagic fishes","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","Miscellaneous pelagic fishes","Atlantic, Northeast","Tonnes live weight","119.3",""
"2012","Belgium","Miscellaneous pelagic fishes","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","Miscellaneous pelagic fishes","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","Miscellaneous pelagic fishes","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","Miscellaneous pelagic fishes","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","Miscellaneous pelagic fishes","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","European anchovy - Engraulis encrasicolus","Total fishing areas","Tonnes live weight",":",""
"2012","Belgium","European anchovy - Engraulis encrasicolus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","European anchovy - Engraulis encrasicolus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Belgium","European anchovy - Engraulis encrasicolus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","European anchovy - Engraulis encrasicolus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","European anchovy - Engraulis encrasicolus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","European anchovy - Engraulis encrasicolus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","European anchovy - Engraulis encrasicolus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","Atlantic herring - Clupea harengus","Total fishing areas","Tonnes live weight","3.8",""
"2012","Belgium","Atlantic herring - Clupea harengus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","Atlantic herring - Clupea harengus","Atlantic, Northeast","Tonnes live weight","3.8",""
"2012","Belgium","Atlantic herring - Clupea harengus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","Atlantic herring - Clupea harengus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","Atlantic herring - Clupea harengus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","Atlantic herring - Clupea harengus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","Atlantic herring - Clupea harengus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","Atlantic horse mackerel - Trachurus trachurus","Total fishing areas","Tonnes live weight",":",""
"2012","Belgium","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Belgium","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","Atlantic horse mackerel - Trachurus trachurus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","Atlantic horse mackerel - Trachurus trachurus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","Atlantic mackerel - Scomber scombrus","Total fishing areas","Tonnes live weight","43.6",""
"2012","Belgium","Atlantic mackerel - Scomber scombrus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast","Tonnes live weight","43.6",""
"2012","Belgium","Atlantic mackerel - Scomber scombrus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","Atlantic mackerel - Scomber scombrus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","Atlantic mackerel - Scomber scombrus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","Atlantic mackerel - Scomber scombrus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","Atlantic mackerel - Scomber scombrus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","European pilchard(=Sardine) - Sardina pilchardus","Total fishing areas","Tonnes live weight",":",""
"2012","Belgium","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Belgium","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","European pilchard(=Sardine) - Sardina pilchardus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","European pilchard(=Sardine) - Sardina pilchardus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","European plaice - Pleuronectes platessa","Total fishing areas","Tonnes live weight","6 687.2",""
"2012","Belgium","European plaice - Pleuronectes platessa","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","European plaice - Pleuronectes platessa","Atlantic, Northeast","Tonnes live weight","6 687.2",""
"2012","Belgium","European plaice - Pleuronectes platessa","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","European plaice - Pleuronectes platessa","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","European plaice - Pleuronectes platessa","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","European plaice - Pleuronectes platessa","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","European plaice - Pleuronectes platessa","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","Skipjack tuna - Katsuwonus pelamis","Total fishing areas","Tonnes live weight",":",""
"2012","Belgium","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Belgium","Skipjack tuna - Katsuwonus pelamis","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","Skipjack tuna - Katsuwonus pelamis","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","Skipjack tuna - Katsuwonus pelamis","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","Skipjack tuna - Katsuwonus pelamis","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","Skipjack tuna - Katsuwonus pelamis","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","European sprat - Sprattus sprattus","Total fishing areas","Tonnes live weight","1",""
"2012","Belgium","European sprat - Sprattus sprattus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","European sprat - Sprattus sprattus","Atlantic, Northeast","Tonnes live weight","1",""
"2012","Belgium","European sprat - Sprattus sprattus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","European sprat - Sprattus sprattus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","European sprat - Sprattus sprattus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","European sprat - Sprattus sprattus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","European sprat - Sprattus sprattus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","Blue whiting (=Poutassou) - Micromesistius poutassou","Total fishing areas","Tonnes live weight",":",""
"2012","Belgium","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Belgium","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","Blue whiting (=Poutassou) - Micromesistius poutassou","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","Blue whiting (=Poutassou) - Micromesistius poutassou","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Belgium","Yellowfin tuna - Thunnus albacares","Total fishing areas","Tonnes live weight",":",""
"2012","Belgium","Yellowfin tuna - Thunnus albacares","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Belgium","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Belgium","Yellowfin tuna - Thunnus albacares","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Belgium","Yellowfin tuna - Thunnus albacares","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Belgium","Yellowfin tuna - Thunnus albacares","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Belgium","Yellowfin tuna - Thunnus albacares","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Belgium","Yellowfin tuna - Thunnus albacares","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Bulgaria","All aquatic organisms","Total fishing areas","Tonnes live weight","8 153.25",""
"2012","Bulgaria","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Bulgaria","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Bulgaria","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Bulgaria","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","8 153.25",""
"2012","Bulgaria","All aquatic organisms","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Bulgaria","All aquatic organisms","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Bulgaria","All aquatic organisms","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Bulgaria","Cods, hakes, haddocks","Total fishing areas","Tonnes live weight","1.44",""
"2012","Bulgaria","Cods, hakes, haddocks","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Bulgaria","Cods, hakes, haddocks","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Bulgaria","Cods, hakes, haddocks","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Bulgaria","Cods, hakes, haddocks","Mediterranean and Black Sea","Tonnes live weight","1.44",""
"2012","Bulgaria","Cods, hakes, haddocks","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Bulgaria","Cods, hakes, haddocks","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Bulgaria","Cods, hakes, haddocks","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Bulgaria","Miscellaneous pelagic fishes","Total fishing areas","Tonnes live weight","964.75",""
"2012","Bulgaria","Miscellaneous pelagic fishes","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Bulgaria","Miscellaneous pelagic fishes","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Bulgaria","Miscellaneous pelagic fishes","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Bulgaria","Miscellaneous pelagic fishes","Mediterranean and Black Sea","Tonnes live weight","964.75",""
"2012","Bulgaria","Miscellaneous pelagic fishes","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Bulgaria","Miscellaneous pelagic fishes","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Bulgaria","Miscellaneous pelagic fishes","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Bulgaria","European anchovy - Engraulis encrasicolus","Total fishing areas","Tonnes live weight","8.82",""
"2012","Bulgaria","European anchovy - Engraulis encrasicolus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Bulgaria","European anchovy - Engraulis encrasicolus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Bulgaria","European anchovy - Engraulis encrasicolus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Bulgaria","European anchovy - Engraulis encrasicolus","Mediterranean and Black Sea","Tonnes live weight","8.82",""
"2012","Bulgaria","European anchovy - Engraulis encrasicolus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Bulgaria","European anchovy - Engraulis encrasicolus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Bulgaria","European anchovy - Engraulis encrasicolus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic herring - Clupea harengus","Total fishing areas","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic herring - Clupea harengus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic herring - Clupea harengus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic herring - Clupea harengus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic herring - Clupea harengus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic herring - Clupea harengus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic herring - Clupea harengus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic herring - Clupea harengus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic horse mackerel - Trachurus trachurus","Total fishing areas","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic horse mackerel - Trachurus trachurus","Mediterranean and Black Sea","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Southwest","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Southeast","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic horse mackerel - Trachurus trachurus","Indian Ocean, Western","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic mackerel - Scomber scombrus","Total fishing areas","Tonnes live weight","0.1",""
"2012","Bulgaria","Atlantic mackerel - Scomber scombrus","Atlantic, Northwest","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic mackerel - Scomber scombrus","Atlantic, Eastern Central","Tonnes live weight",":",""
"2012","Bulgaria","Atlantic mackerel - Scomber scombrus","Mediterranean and Black Sea","Tonnes live weight","0.1",""
"2012","Bulgaria","Atlantic mackerel - Scomber scombrus","Atlantic, Southwest","Tonnes live weight",":",""
